Isotope,Energy (keV),Intensity (%),Half life (s),Decay,Decay (%),Daughter
229Th,119.98,0.0513,248668576679.78497,A,100.0,Ra
229Th,123.193,0.150822,248668576679.78497,A,100.0,Ra
229Th,124.55,0.68742,248668576679.78497,A,100.0,Ra
229Th,124.65,0.73872,248668576679.78497,A,100.0,Ra
229Th,126.48,0.014364,248668576679.78497,A,100.0,Ra
229Th,126.48,0.009234,248668576679.78497,A,100.0,Ra
229Th,129.04,0.016416,248668576679.78497,A,100.0,Ra
229Th,131.926,0.335502,248668576679.78497,A,100.0,Ra
229Th,134.19,0.006156,248668576679.78497,A,100.0,Ra
229Th,134.19,0.0014364,248668576679.78497,A,100.0,Ra
229Th,134.19,0.0094392,248668576679.78497,A,100.0,Ra
229Th,136.99,1.1799,248668576679.78497,A,100.0,Ra
229Th,137.0,0.04104,248668576679.78497,A,100.0,Ra
229Th,139.8,0.004617,248668576679.78497,A,100.0,Ra
229Th,142.0,0.011286,248668576679.78497,A,100.0,Ra
229Th,142.962,0.404244,248668576679.78497,A,100.0,Ra
229Th,146.8,0.016416,248668576679.78497,A,100.0,Ra
229Th,147.64,0.2052,248668576679.78497,A,100.0,Ra
229Th,148.15,0.88236,248668576679.78497,A,100.0,Ra
229Th,150.04,0.06156,248668576679.78497,A,100.0,Ra
229Th,151.6,0.02565,248668576679.78497,A,100.0,Ra
229Th,151.6,0.02565,248668576679.78497,A,100.0,Ra
229Th,154.336,0.7695,248668576679.78497,A,100.0,Ra
229Th,156.409,1.19016,248668576679.78497,A,100.0,Ra
229Th,158.42,0.048222,248668576679.78497,A,100.0,Ra
229Th,163.34,0.02052,248668576679.78497,A,100.0,Ra
229Th,166.976,0.2052,248668576679.78497,A,100.0,Ra
229Th,167.45,0.0513,248668576679.78497,A,100.0,Ra
229Th,169.2,0.0040014,248668576679.78497,A,100.0,Ra
229Th,169.2,0.001026,248668576679.78497,A,100.0,Ra
229Th,169.2,0.0029754,248668576679.78497,A,100.0,Ra
229Th,171.5,0.18468,248668576679.78497,A,100.0,Ra
229Th,171.76,0.040014,248668576679.78497,A,100.0,Ra
229Th,172.926,0.11286,248668576679.78497,A,100.0,Ra
229Th,174.05,0.002052,248668576679.78497,A,100.0,Ra
229Th,174.05,0.006669,248668576679.78497,A,100.0,Ra
229Th,174.05,0.0070794,248668576679.78497,A,100.0,Ra
229Th,174.7,0.03078,248668576679.78497,A,100.0,Ra
229Th,179.757,0.196992,248668576679.78497,A,100.0,Ra
229Th,182.12,0.0055404,248668576679.78497,A,100.0,Ra
229Th,183.0,0.0070794,248668576679.78497,A,100.0,Ra
229Th,183.928,0.141588,248668576679.78497,A,100.0,Ra
229Th,185.6,0.002052,248668576679.78497,A,100.0,Ra
229Th,185.6,0.002052,248668576679.78497,A,100.0,Ra
229Th,186.1,0.013338,248668576679.78497,A,100.0,Ra
229Th,189.25,0.0103626,248668576679.78497,A,100.0,Ra
229Th,190.63,0.0100548,248668576679.78497,A,100.0,Ra
229Th,193.52,0.0007182,248668576679.78497,A,100.0,Ra
229Th,193.52,4.4118,248668576679.78497,A,100.0,Ra
229Th,194.3,0.03078,248668576679.78497,A,100.0,Ra
229Th,200.807,0.068742,248668576679.78497,A,100.0,Ra
229Th,204.69,0.59508,248668576679.78497,A,100.0,Ra
229Th,210.15,0.19494,248668576679.78497,A,100.0,Ra
229Th,210.853,2.7702,248668576679.78497,A,100.0,Ra
229Th,211.47,0.045144,248668576679.78497,A,100.0,Ra
229Th,213.48,0.008721,248668576679.78497,A,100.0,Ra
229Th,215.1,0.137484,248668576679.78497,A,100.0,Ra
229Th,216.0,0.053352,248668576679.78497,A,100.0,Ra
229Th,217.41,0.0064638,248668576679.78497,A,100.0,Ra
229Th,218.154,0.18468,248668576679.78497,A,100.0,Ra
229Th,219.8,0.0033858,248668576679.78497,A,100.0,Ra
229Th,219.8,0.0008208,248668576679.78497,A,100.0,Ra
229Th,221.22,0.022572,248668576679.78497,A,100.0,Ra
229Th,225.26,0.062586,248668576679.78497,A,100.0,Ra
229Th,225.26,0.003078,248668576679.78497,A,100.0,Ra
229Th,228.6,0.0006156,248668576679.78497,A,100.0,Ra
229Th,234.8,0.00084132,248668576679.78497,A,100.0,Ra
229Th,234.8,0.0008208,248668576679.78497,A,100.0,Ra
229Th,236.249,0.17442,248668576679.78497,A,100.0,Ra
229Th,242.6,0.083106,248668576679.78497,A,100.0,Ra
229Th,244.4,0.0013338,248668576679.78497,A,100.0,Ra
229Th,250.1,0.00033858,248668576679.78497,A,100.0,Ra
229Th,252.43,0.095418,248668576679.78497,A,100.0,Ra
229Th,259.08,0.033858,248668576679.78497,A,100.0,Ra
229Th,267.4,0.0008208,248668576679.78497,A,100.0,Ra
229Th,274.1,0.0007182,248668576679.78497,A,100.0,Ra
229Th,276.85,0.0042066,248668576679.78497,A,100.0,Ra
229Th,278.65,0.0067716,248668576679.78497,A,100.0,Ra
229Th,281.27,0.007182,248668576679.78497,A,100.0,Ra
229Th,282.6,0.0037962,248668576679.78497,A,100.0,Ra
229Th,289.62,0.0149796,248668576679.78497,A,100.0,Ra
229Th,293.78,0.0065664,248668576679.78497,A,100.0,Ra
229Th,296.21,0.0165186,248668576679.78497,A,100.0,Ra
229Th,298.72,0.0069768,248668576679.78497,A,100.0,Ra
229Th,303.75,0.0017442,248668576679.78497,A,100.0,Ra
229Th,307.3,0.006156,248668576679.78497,A,100.0,Ra
229Th,310.1,0.002052,248668576679.78497,A,100.0,Ra
229Th,313.3,0.00036936,248668576679.78497,A,100.0,Ra
229Th,317.8,0.00054378,248668576679.78497,A,100.0,Ra
229Th,320.8,0.00016416,248668576679.78497,A,100.0,Ra
229Th,324.6,0.00043092,248668576679.78497,A,100.0,Ra
229Th,327.9,0.003078,248668576679.78497,A,100.0,Ra
229Th,327.9,0.016416,248668576679.78497,A,100.0,Ra
229Th,328.2,0.002052,248668576679.78497,A,100.0,Ra
229Th,329.9,0.0006156,248668576679.78497,A,100.0,Ra
229Th,334.74,0.00043092,248668576679.78497,A,100.0,Ra
229Th,336.7,0.0001026,248668576679.78497,A,100.0,Ra
229Th,336.7,0.008208,248668576679.78497,A,100.0,Ra
229Th,341.1,0.0008208,248668576679.78497,A,100.0,Ra
229Th,344.3,0.0001026,248668576679.78497,A,100.0,Ra
229Th,347.4,0.0006156,248668576679.78497,A,100.0,Ra
229Th,349.4,0.0001026,248668576679.78497,A,100.0,Ra
229Th,349.4,0.0004104,248668576679.78497,A,100.0,Ra
229Th,351.7,0.000513,248668576679.78497,A,100.0,Ra
229Th,358.0,0.006156,248668576679.78497,A,100.0,Ra
229Th,361.0,0.0006156,248668576679.78497,A,100.0,Ra
229Th,366.5,0.0004104,248668576679.78497,A,100.0,Ra
229Th,366.5,0.0001026,248668576679.78497,A,100.0,Ra
229Th,368.1,0.0019494,248668576679.78497,A,100.0,Ra
229Th,368.9,0.0019494,248668576679.78497,A,100.0,Ra
229Th,375.1,0.0003078,248668576679.78497,A,100.0,Ra
229Th,377.4,0.0028728,248668576679.78497,A,100.0,Ra
229Th,379.4,0.0013338,248668576679.78497,A,100.0,Ra
229Th,386.4,0.0008208,248668576679.78497,A,100.0,Ra
229Th,395.3,0.0008208,248668576679.78497,A,100.0,Ra
229Th,399.9,0.00014364,248668576679.78497,A,100.0,Ra
229Th,403.3,0.0018468,248668576679.78497,A,100.0,Ra
229Th,408.5,0.001026,248668576679.78497,A,100.0,Ra
229Th,414.61,0.0003078,248668576679.78497,A,100.0,Ra
229Th,417.4,0.0014364,248668576679.78497,A,100.0,Ra
229Th,419.9,0.0006156,248668576679.78497,A,100.0,Ra
229Th,422.8,0.000513,248668576679.78497,A,100.0,Ra
229Th,424.8,0.0032832,248668576679.78497,A,100.0,Ra
229Th,435.3,0.0031806,248668576679.78497,A,100.0,Ra
229Th,444.1,0.000513,248668576679.78497,A,100.0,Ra
229Th,452.6,0.0017442,248668576679.78497,A,100.0,Ra
229Th,454.76,0.0104652,248668576679.78497,A,100.0,Ra
229Th,455.85,0.0116964,248668576679.78497,A,100.0,Ra
229Th,459.1,0.001026,248668576679.78497,A,100.0,Ra
229Th,465.0,0.0001026,248668576679.78497,A,100.0,Ra
229Th,478.0,0.0036936,248668576679.78497,A,100.0,Ra
229Th,478.0,0.0036936,248668576679.78497,A,100.0,Ra
229Th,483.7,0.0018468,248668576679.78497,A,100.0,Ra
229Th,487.3,0.0004104,248668576679.78497,A,100.0,Ra
229Th,492.9,0.00151848,248668576679.78497,A,100.0,Ra
229Th,503.6,5.13e-05,248668576679.78497,A,100.0,Ra
229Th,503.6,0.00012312,248668576679.78497,A,100.0,Ra
229Th,513.5,0.0007182,248668576679.78497,A,100.0,Ra
229Th,523.5,0.000513,248668576679.78497,A,100.0,Ra
229Th,535.1,0.0013338,248668576679.78497,A,100.0,Ra
229Th,535.1,0.0002052,248668576679.78497,A,100.0,Ra
229Th,543.0,0.0001026,248668576679.78497,A,100.0,Ra
229Th,549.8,0.0001026,248668576679.78497,A,100.0,Ra
229Th,551.7,0.00011286,248668576679.78497,A,100.0,Ra
229Th,561.8,0.0019494,248668576679.78497,A,100.0,Ra
229Th,565.7,0.0009234,248668576679.78497,A,100.0,Ra
229Th,573.0,0.0027702,248668576679.78497,A,100.0,Ra
229Th,579.2,0.0006156,248668576679.78497,A,100.0,Ra
229Th,592.5,0.0003078,248668576679.78497,A,100.0,Ra
229Th,594.4,0.0001026,248668576679.78497,A,100.0,Ra
229Th,603.6,0.0009234,248668576679.78497,A,100.0,Ra
229Th,10.622,1.13,248668576679.78497,A,100.0,Ra
229Th,12.195,2.0,248668576679.78497,A,100.0,Ra
229Th,12.338,2.0,248668576679.78497,A,100.0,Ra
229Th,13.033,26.0,248668576679.78497,A,100.0,Ra
229Th,13.661,0.58,248668576679.78497,A,100.0,Ra
229Th,14.235,18.0,248668576679.78497,A,100.0,Ra
229Th,14.746,1.26,248668576679.78497,A,100.0,Ra
229Th,14.824,0.29,248668576679.78497,A,100.0,Ra
229Th,14.92,80.0,248668576679.78497,A,100.0,Ra
229Th,15.196,4.2,248668576679.78497,A,100.0,Ra
229Th,15.234,21.0,248668576679.78497,A,100.0,Ra
229Th,15.374,0.07,248668576679.78497,A,100.0,Ra
229Th,15.409,0.73,248668576679.78497,A,100.0,Ra
229Th,15.444,1.22,248668576679.78497,A,100.0,Ra
229Th,16.072,27.0,248668576679.78497,A,100.0,Ra
229Th,16.982,3.39,248668576679.78497,A,100.0,Ra
229Th,17.274,0.16,248668576679.78497,A,100.0,Ra
229Th,17.846,4.7,248668576679.78497,A,100.0,Ra
229Th,18.177,0.343,248668576679.78497,A,100.0,Ra
229Th,18.235,4.7,248668576679.78497,A,100.0,Ra
229Th,18.353,0.375,248668576679.78497,A,100.0,Ra
229Th,18.411,0.85,248668576679.78497,A,100.0,Ra
229Th,18.448,0.008,248668576679.78497,A,100.0,Ra
229Th,19.056,0.163,248668576679.78497,A,100.0,Ra
229Th,19.215,0.0295,248668576679.78497,A,100.0,Ra
229Th,85.432,14.9,248668576679.78497,A,100.0,Ra
229Th,88.471,24.4,248668576679.78497,A,100.0,Ra
229Th,100.119,8.6,248668576679.78497,A,100.0,Ra
229Th,101.37,11.4,248668576679.78497,A,100.0,Ra
229Th,102.948,2.81,248668576679.78497,A,100.0,Ra
231Pa,16.5,0.220966,1033804894927.634,A,100.0,Ac
231Pa,19.6,0.34629,1033804894927.634,A,100.0,Ac
231Pa,23.6,0.0046172,1033804894927.634,A,100.0,Ac
231Pa,24.5,0.004947,1033804894927.634,A,100.0,Ac
231Pa,25.48,0.118728,1033804894927.634,A,100.0,Ac
231Pa,27.36,10.45466,1033804894927.634,A,100.0,Ac
231Pa,29.97,0.0967963,1033804894927.634,A,100.0,Ac
231Pa,30.92,0.0097291,1033804894927.634,A,100.0,Ac
231Pa,31.54,0.0067609,1033804894927.634,A,100.0,Ac
231Pa,35.83,0.0161602,1033804894927.634,A,100.0,Ac
231Pa,38.2,0.145112,1033804894927.634,A,100.0,Ac
231Pa,39.65,0.001649,1033804894927.634,A,100.0,Ac
231Pa,39.98,0.01649,1033804894927.634,A,100.0,Ac
231Pa,42.44,0.0057715,1033804894927.634,A,100.0,Ac
231Pa,43.07,0.0067609,1033804894927.634,A,100.0,Ac
231Pa,44.14,0.0554064,1033804894927.634,A,100.0,Ac
231Pa,46.34,0.186337,1033804894927.634,A,100.0,Ac
231Pa,50.83,0.0019788,1033804894927.634,A,100.0,Ac
231Pa,52.71,0.0766785,1033804894927.634,A,100.0,Ac
231Pa,54.6,0.0700825,1033804894927.634,A,100.0,Ac
231Pa,56.78,0.0047821,1033804894927.634,A,100.0,Ac
231Pa,57.19,0.0328151,1033804894927.634,A,100.0,Ac
231Pa,57.19,0.0028033,1033804894927.634,A,100.0,Ac
231Pa,60.5,0.0052768,1033804894927.634,A,100.0,Ac
231Pa,63.64,0.044523,1033804894927.634,A,100.0,Ac
231Pa,70.49,0.0051119,1033804894927.634,A,100.0,Ac
231Pa,71.9,0.0019788,1033804894927.634,A,100.0,Ac
231Pa,72.67,0.0029682,1033804894927.634,A,100.0,Ac
231Pa,74.15,0.0222615,1033804894927.634,A,100.0,Ac
231Pa,77.34,0.0572203,1033804894927.634,A,100.0,Ac
231Pa,96.84,0.0837692,1033804894927.634,A,100.0,Ac
231Pa,100.85,0.0227562,1033804894927.634,A,100.0,Ac
231Pa,102.6,0.013192,1033804894927.634,A,100.0,Ac
231Pa,124.58,0.00430389,1033804894927.634,A,100.0,Ac
231Pa,144.4,0.011543,1033804894927.634,A,100.0,Ac
231Pa,198.89,0.00418846,1033804894927.634,A,100.0,Ac
231Pa,219.9,0.00024735,1033804894927.634,A,100.0,Ac
231Pa,228.0,0.00031331,1033804894927.634,A,100.0,Ac
231Pa,230.0,0.001649,1033804894927.634,A,100.0,Ac
231Pa,232.2,0.00079152,1033804894927.634,A,100.0,Ac
231Pa,242.18,0.0093993,1033804894927.634,A,100.0,Ac
231Pa,243.08,0.0336396,1033804894927.634,A,100.0,Ac
231Pa,245.6,0.00671143,1033804894927.634,A,100.0,Ac
231Pa,246.04,0.011543,1033804894927.634,A,100.0,Ac
231Pa,255.78,0.1058658,1033804894927.634,A,100.0,Ac
231Pa,258.44,0.00234158,1033804894927.634,A,100.0,Ac
231Pa,260.19,0.1815549,1033804894927.634,A,100.0,Ac
231Pa,273.15,0.057715,1033804894927.634,A,100.0,Ac
231Pa,277.22,0.0679388,1033804894927.634,A,100.0,Ac
231Pa,277.39,0.0034629,1033804894927.634,A,100.0,Ac
231Pa,283.682,1.649,1033804894927.634,A,100.0,Ac
231Pa,286.58,0.01037221,1033804894927.634,A,100.0,Ac
231Pa,300.066,2.409189,1033804894927.634,A,100.0,Ac
231Pa,302.667,0.174794,1033804894927.634,A,100.0,Ac
231Pa,302.667,2.27562,1033804894927.634,A,100.0,Ac
231Pa,310.0,0.00092344,1033804894927.634,A,100.0,Ac
231Pa,312.92,0.0986102,1033804894927.634,A,100.0,Ac
231Pa,318.1,0.0021437,1033804894927.634,A,100.0,Ac
231Pa,327.14,0.0359482,1033804894927.634,A,100.0,Ac
231Pa,330.055,1.357127,1033804894927.634,A,100.0,Ac
231Pa,340.71,0.1767728,1033804894927.634,A,100.0,Ac
231Pa,351.5,0.0037927,1033804894927.634,A,100.0,Ac
231Pa,354.48,0.0961367,1033804894927.634,A,100.0,Ac
231Pa,357.11,0.1675384,1033804894927.634,A,100.0,Ac
231Pa,359.33,0.00842639,1033804894927.634,A,100.0,Ac
231Pa,363.84,0.00796467,1033804894927.634,A,100.0,Ac
231Pa,374.96,0.00443581,1033804894927.634,A,100.0,Ac
231Pa,379.35,0.0496349,1033804894927.634,A,100.0,Ac
231Pa,384.7,0.00364429,1033804894927.634,A,100.0,Ac
231Pa,387.0,0.00029682,1033804894927.634,A,100.0,Ac
231Pa,391.61,0.00672792,1033804894927.634,A,100.0,Ac
231Pa,395.5,0.00232509,1033804894927.634,A,100.0,Ac
231Pa,398.14,0.00941579,1033804894927.634,A,100.0,Ac
231Pa,407.806,0.03551946,1033804894927.634,A,100.0,Ac
231Pa,410.3,0.00179741,1033804894927.634,A,100.0,Ac
231Pa,427.0,0.0006596,1033804894927.634,A,100.0,Ac
231Pa,435.0,0.00291873,1033804894927.634,A,100.0,Ac
231Pa,438.01,0.00451826,1033804894927.634,A,100.0,Ac
231Pa,438.7,0.0013192,1033804894927.634,A,100.0,Ac
231Pa,471.3,0.00019788,1033804894927.634,A,100.0,Ac
231Pa,478.4,0.000117079,1033804894927.634,A,100.0,Ac
231Pa,486.827,0.00155006,1033804894927.634,A,100.0,Ac
231Pa,491.0,0.00039576,1033804894927.634,A,100.0,Ac
231Pa,501.4,0.00077503,1033804894927.634,A,100.0,Ac
231Pa,509.7,0.00092344,1033804894927.634,A,100.0,Ac
231Pa,516.2,0.00136867,1033804894927.634,A,100.0,Ac
231Pa,535.6,0.00061013,1033804894927.634,A,100.0,Ac
231Pa,546.5,0.0008245,1033804894927.634,A,100.0,Ac
231Pa,571.6,0.0004947,1033804894927.634,A,100.0,Ac
231Pa,583.0,0.0042874,1033804894927.634,A,100.0,Ac
231Pa,609.0,0.0070907,1033804894927.634,A,100.0,Ac
231Pa,15.349,45.0,1033804894927.634,A,100.0,Ac
231Pa,87.674,0.7109591202907636,1033804894927.634,A,100.0,Ac
231Pa,90.886,1.1556552670526066,1033804894927.634,A,100.0,Ac
231Pa,102.818,0.40749046265335387,1033804894927.634,A,100.0,Ac
231Pa,104.107,0.5431847867169207,1033804894927.634,A,100.0,Ac
231Pa,105.738,0.13569432406356685,1033804894927.634,A,100.0,Ac
233Pa,17.26,0.009545,2330640.0,B-,100.0,U
233Pa,28.562,0.0733056,2330640.0,B-,100.0,U
233Pa,40.351,0.02279346,2330640.0,B-,100.0,U
233Pa,41.66,0.01321028,2330640.0,B-,100.0,U
233Pa,51.5,0.00099268,2330640.0,B-,100.0,U
233Pa,57.9,0.00091632,2330640.0,B-,100.0,U
233Pa,75.274,1.286666,2330640.0,B-,100.0,U
233Pa,86.591,2.008268,2330640.0,B-,100.0,U
233Pa,92.1,0.00198536,2330640.0,B-,100.0,U
233Pa,103.86,0.8498868,2330640.0,B-,100.0,U
233Pa,228.57,0.00416162,2330640.0,B-,100.0,U
233Pa,248.37,0.0603244,2330640.0,B-,100.0,U
233Pa,258.45,0.0278714,2330640.0,B-,100.0,U
233Pa,271.556,0.320712,2330640.0,B-,100.0,U
233Pa,280.58,0.013363,2330640.0,B-,100.0,U
233Pa,288.33,0.01909,2330640.0,B-,100.0,U
233Pa,298.81,0.122176,2330640.0,B-,100.0,U
233Pa,300.128,6.544052,2330640.0,B-,100.0,U
233Pa,301.93,0.0137448,2330640.0,B-,100.0,U
233Pa,311.901,38.18,2330640.0,B-,100.0,U
233Pa,320.73,0.00503976,2330640.0,B-,100.0,U
233Pa,340.477,4.440334,2330640.0,B-,100.0,U
233Pa,375.407,0.6799858,2330640.0,B-,100.0,U
233Pa,380.28,0.00366528,2330640.0,B-,100.0,U
233Pa,398.494,1.35539,2330640.0,B-,100.0,U
233Pa,415.767,1.73719,2330640.0,B-,100.0,U
233Pa,455.96,0.00106904,2330640.0,B-,100.0,U
233Pa,16.678,38.4,2330640.0,B-,100.0,U
233Pa,94.657,9.056989875265527,2330640.0,B-,100.0,U
233Pa,98.439,14.498142909021174,2330640.0,B-,100.0,U
233Pa,111.238,5.230573449863961,2330640.0,B-,100.0,U
233Pa,112.645,7.0194295697174365,2330640.0,B-,100.0,U
233Pa,114.446,1.7888561198534747,2330640.0,B-,100.0,U
234Pa,34.3,0.003564,24120.0,B-,100.0,U
234Pa,43.49,0.1296,24120.0,B-,100.0,U
234Pa,45.45,0.02808,24120.0,B-,100.0,U
234Pa,54.96,0.00972,24120.0,B-,100.0,U
234Pa,54.96,0.00972,24120.0,B-,100.0,U
234Pa,55.45,0.02808,24120.0,B-,100.0,U
234Pa,58.2,0.008964,24120.0,B-,100.0,U
234Pa,59.19,0.03348,24120.0,B-,100.0,U
234Pa,62.7,1.62,24120.0,B-,100.0,U
234Pa,62.7,0.0012,69.54,B-,99.84,U
234Pa,67.25,0.0378,24120.0,B-,100.0,U
234Pa,69.46,0.01836,24120.0,B-,100.0,U
234Pa,73.92,0.013,69.54,IT,0.16,Pa
234Pa,79.84,0.0648,24120.0,B-,100.0,U
234Pa,97.17,0.2484,24120.0,B-,100.0,U
234Pa,99.86,3.348,24120.0,B-,100.0,U
234Pa,100.89,0.1296,24120.0,B-,100.0,U
234Pa,103.77,0.2484,24120.0,B-,100.0,U
234Pa,106.68,0.0378,24120.0,B-,100.0,U
234Pa,125.46,0.8208,24120.0,B-,100.0,U
234Pa,131.3,18.9,24120.0,B-,100.0,U
234Pa,134.61,0.1188,24120.0,B-,100.0,U
234Pa,135.32,4.3e-06,69.54,B-,99.84,U
234Pa,137.23,4.7e-05,69.54,B-,99.84,U
234Pa,137.23,0.02808,24120.0,B-,100.0,U
234Pa,140.1,0.00128,69.54,B-,99.84,U
234Pa,140.15,0.5292,24120.0,B-,100.0,U
234Pa,140.91,0.324,24120.0,B-,100.0,U
234Pa,143.78,0.3348,24120.0,B-,100.0,U
234Pa,149.88,0.0756,24120.0,B-,100.0,U
234Pa,152.71,6.264,24120.0,B-,100.0,U
234Pa,159.48,0.6804,24120.0,B-,100.0,U
234Pa,164.94,0.054,24120.0,B-,100.0,U
234Pa,165.61,0.0756,24120.0,B-,100.0,U
234Pa,166.5,2.4e-07,69.54,B-,99.84,U
234Pa,170.85,0.5292,24120.0,B-,100.0,U
234Pa,174.55,0.1728,24120.0,B-,100.0,U
234Pa,179.8,0.04644,24120.0,B-,100.0,U
234Pa,184.7,0.00168,69.54,B-,99.84,U
234Pa,186.15,1.8468,24120.0,B-,100.0,U
234Pa,193.4,0.00072,69.54,B-,99.84,U
234Pa,193.4,0.00072,69.54,B-,99.84,U
234Pa,193.73,0.5184,24120.0,B-,100.0,U
234Pa,196.8,0.0756,24120.0,B-,100.0,U
234Pa,197.91,2.7e-05,69.54,B-,99.84,U
234Pa,199.9,0.00057,69.54,B-,99.84,U
234Pa,199.95,0.0756,24120.0,B-,100.0,U
234Pa,200.97,0.9396,24120.0,B-,100.0,U
234Pa,203.12,1.2852,24120.0,B-,100.0,U
234Pa,203.3,0.0017,69.54,B-,99.84,U
234Pa,209.9,0.00135,69.54,B-,99.84,U
234Pa,220.0,0.1512,24120.0,B-,100.0,U
234Pa,221.15,0.054,24120.0,B-,100.0,U
234Pa,221.83,0.0756,24120.0,B-,100.0,U
234Pa,226.5,4.428,24120.0,B-,100.0,U
234Pa,227.25,6.048,24120.0,B-,100.0,U
234Pa,232.21,0.1836,24120.0,B-,100.0,U
234Pa,235.11,0.1188,24120.0,B-,100.0,U
234Pa,235.9,8e-05,69.54,B-,99.84,U
234Pa,240.2,0.054,24120.0,B-,100.0,U
234Pa,243.5,0.0005,69.54,B-,99.84,U
234Pa,245.37,0.7884,24120.0,B-,100.0,U
234Pa,247.7,0.000244,69.54,B-,99.84,U
234Pa,247.79,0.0003888,24120.0,B-,100.0,U
234Pa,249.22,2.592,24120.0,B-,100.0,U
234Pa,257.2,0.054,24120.0,B-,100.0,U
234Pa,258.227,0.0764,69.54,B-,99.84,U
234Pa,267.12,0.1836,24120.0,B-,100.0,U
234Pa,272.28,1.134,24120.0,B-,100.0,U
234Pa,275.04,0.0972,24120.0,B-,100.0,U
234Pa,275.5,0.00031,69.54,B-,99.84,U
234Pa,278.3,0.0432,24120.0,B-,100.0,U
234Pa,293.79,3.132,24120.0,B-,100.0,U
234Pa,295.91,0.1512,24120.0,B-,100.0,U
234Pa,298.7,0.01404,24120.0,B-,100.0,U
234Pa,299.0,0.00065,69.54,B-,99.84,U
234Pa,308.6,0.0216,24120.0,B-,100.0,U
234Pa,310.2,0.0756,24120.0,B-,100.0,U
234Pa,310.52,0.0001404,24120.0,B-,100.0,U
234Pa,311.0,8.4e-05,69.54,B-,99.84,U
234Pa,313.5,0.108,24120.0,B-,100.0,U
234Pa,316.7,0.00019,69.54,B-,99.84,U
234Pa,316.7,0.108,24120.0,B-,100.0,U
234Pa,320.4,0.054,24120.0,B-,100.0,U
234Pa,330.4,0.324,24120.0,B-,100.0,U
234Pa,330.4,0.486,24120.0,B-,100.0,U
234Pa,331.4,0.0756,24120.0,B-,100.0,U
234Pa,338.1,0.0011,69.54,B-,99.84,U
234Pa,340.2,0.04212,24120.0,B-,100.0,U
234Pa,340.2,7e-05,69.54,B-,99.84,U
234Pa,343.8,0.03564,24120.0,B-,100.0,U
234Pa,351.9,0.432,24120.0,B-,100.0,U
234Pa,357.5,0.0008,69.54,B-,99.84,U
234Pa,357.9,0.0378,24120.0,B-,100.0,U
234Pa,360.6,0.01836,24120.0,B-,100.0,U
234Pa,362.8,0.00068,69.54,B-,99.84,U
234Pa,365.0,0.01836,24120.0,B-,100.0,U
234Pa,369.5,2.592,24120.0,B-,100.0,U
234Pa,372.0,1.2744,24120.0,B-,100.0,U
234Pa,379.1,0.0432,24120.0,B-,100.0,U
234Pa,385.4,0.0432,24120.0,B-,100.0,U
234Pa,387.6,0.00093,69.54,B-,99.84,U
234Pa,387.6,0.000468,69.54,B-,99.84,U
234Pa,387.94,0.0007452,24120.0,B-,100.0,U
234Pa,394.1,0.0972,24120.0,B-,100.0,U
234Pa,397.7,0.02808,24120.0,B-,100.0,U
234Pa,401.8,0.0378,24120.0,B-,100.0,U
234Pa,409.8,0.3564,24120.0,B-,100.0,U
234Pa,416.1,0.0378,24120.0,B-,100.0,U
234Pa,425.3,0.0378,24120.0,B-,100.0,U
234Pa,426.95,0.4752,24120.0,B-,100.0,U
234Pa,427.4,3.24e-05,24120.0,B-,100.0,U
234Pa,427.4,2e-05,69.54,B-,99.84,U
234Pa,433.1,0.0972,24120.0,B-,100.0,U
234Pa,445.91,3e-05,69.54,B-,99.84,U
234Pa,446.6,0.1188,24120.0,B-,100.0,U
234Pa,450.93,0.004104,24120.0,B-,100.0,U
234Pa,450.97,0.00311,69.54,B-,99.84,U
234Pa,452.4,0.02808,24120.0,B-,100.0,U
234Pa,453.58,0.00213,69.54,B-,99.84,U
234Pa,456.7,0.00072,69.54,B-,99.84,U
234Pa,458.68,1.188,24120.0,B-,100.0,U
234Pa,461.5,0.03564,24120.0,B-,100.0,U
234Pa,464.2,0.0324,24120.0,B-,100.0,U
234Pa,468.0,0.2268,24120.0,B-,100.0,U
234Pa,468.43,0.00229,69.54,B-,99.84,U
234Pa,472.3,0.378,24120.0,B-,100.0,U
234Pa,474.2,0.0378,24120.0,B-,100.0,U
234Pa,475.74,0.00239,69.54,B-,99.84,U
234Pa,478.6,0.1296,24120.0,B-,100.0,U
234Pa,481.0,0.324,24120.0,B-,100.0,U
234Pa,485.44,1.9e-05,69.54,B-,99.84,U
234Pa,498.0,0.0648,24120.0,B-,100.0,U
234Pa,502.0,0.02808,24120.0,B-,100.0,U
234Pa,506.75,1.35,24120.0,B-,100.0,U
234Pa,507.5,0.00157,69.54,B-,99.84,U
234Pa,509.2,0.0021,69.54,B-,99.84,U
234Pa,513.4,0.3996,24120.0,B-,100.0,U
234Pa,513.4,0.7884,24120.0,B-,100.0,U
234Pa,516.6,1.3e-05,69.54,B-,99.84,U
234Pa,519.6,0.4104,24120.0,B-,100.0,U
234Pa,521.4,0.7776,24120.0,B-,100.0,U
234Pa,526.02,9.3e-06,69.54,B-,99.84,U
234Pa,527.9,0.4104,24120.0,B-,100.0,U
234Pa,529.1,0.0972,24120.0,B-,100.0,U
234Pa,534.1,0.0864,24120.0,B-,100.0,U
234Pa,537.2,0.0864,24120.0,B-,100.0,U
234Pa,543.8,0.1404,24120.0,B-,100.0,U
