Isotope,Energy (keV),Sigma (mb),DSigma (mb),Half life (s),Decay
130Te,1227.8,0.0007199999999999999,1.2299999999999999e-05,108000.0,B-
130Te,1134.2,0.0007,0.00039999999999999996,108000.0,B-
130Te,1027.8,0.0007,0.00039999999999999996,108000.0,B-
130Te,1830.6,0.0007,0.00039999999999999996,108000.0,B-
130Te,51.0,0.00058,0.00014000000000000001,108000.0,B-
130Te,126.1,0.0005,0.0003,108000.0,B-
130Te,1924.1,0.00035999999999999997,0.00017999999999999998,108000.0,B-
130Te,2332.7,0.00025,4.02e-05,108000.0,B-
130Te,54.1,0.00011,7.000000000000001e-05,108000.0,B-
132Ba,275.925,0.09000000000000001,0.0022,140000.0,IT
132Ba,12.327,0.0072,0.0015,140000.0,IT
133Cs,127.5,310.0,11.0,10500.0,IT
133Cs,11.242,27.0,1.6,10500.0,IT
133Cs,138.744,0.097,0.006,10500.0,IT
134Ba,268.218,0.6,0.1,103000.0,IT
135Ba,1048.073,0.919,0.0111,0.308,IT
135Ba,818.514,0.916,0.0111,0.308,IT
135Ba,163.92,0.27999999999999997,0.000554,0.308,IT
136Xe,455.49,3.5,0.0621,229.0,B-
136Ba,661.657,0.71,0.06999999999999999,153.0,IT
136Ce,254.29,0.2,0.060000000000000005,124000.0,IT
136Ce,447.15,0.12999999999999998,0.0014399999999999999,32400.0,EC
136Xe,848.95,0.07100000000000001,0.004189999999999999,229.0,B-
136Ce,10.61,0.056,0.00603,32400.0,EC
136Xe,1783.43,0.0472,0.00226,229.0,B-
136Xe,1273.23,0.0259,0.0025399999999999997,229.0,B-
136Xe,982.25,0.023799999999999998,0.00146,229.0,B-
136Xe,2849.8,0.0209,0.00116,229.0,B-
136Ce,436.59,0.018600000000000002,0.000634,32400.0,EC
136Xe,393.35,0.016,0.0011400000000000002,229.0,B-
136Xe,1612.52,0.014199999999999999,0.00113,229.0,B-
136Xe,298.0,0.0135,0.00113,229.0,B-
136Xe,1119.33,0.0122,0.000733,229.0,B-
136Xe,1576.75,0.0117,0.0011200000000000001,229.0,B-
136Xe,1916.31,0.011,0.00141,229.0,B-
136Xe,1114.32,0.010499999999999999,0.0007239999999999999,229.0,B-
136Xe,1569.77,0.0097,0.000721,229.0,B-
136Xe,1184.7,0.0096,0.0011099999999999999,229.0,B-
136Xe,594.7,0.0096,0.0011099999999999999,229.0,B-
136Xe,933.82,0.0096,0.0007199999999999999,229.0,B-
136Xe,2393.53,0.0092,0.000719,229.0,B-
136Xe,1574.83,0.008199999999999999,0.0011099999999999999,229.0,B-
136Xe,1066.6,0.0062,0.0011099999999999999,229.0,B-
136Xe,1665.3,0.006,0.000414,229.0,B-
136Xe,1108.63,0.0058000000000000005,0.00051,229.0,B-
136Xe,1067.4,0.0056,0.0011,229.0,B-
136Xe,1195.75,0.0055,0.000412,229.0,B-
136Ce,433.22,0.00364,7.230000000000001e-05,32400.0,EC
136Ce,915.8,0.0036100000000000004,0.000136,32400.0,EC
136Xe,1327.98,0.0033,0.000306,229.0,B-
136Ce,482.47,0.00321,0.000116,32400.0,EC
136Xe,2581.71,0.00266,0.00025400000000000005,229.0,B-
136Xe,750.65,0.00238,0.00025400000000000005,229.0,B-
136Ce,926.35,0.00238,9.38e-05,32400.0,EC
136Xe,683.2,0.00231,0.000253,229.0,B-
136Ce,698.72,0.00219,0.00011300000000000001,32400.0,EC
136Xe,2000.3,0.00202,0.000213,229.0,B-
136Xe,2921.9,0.00202,0.000184,229.0,B-
136Xe,1461.16,0.00195,0.000252,229.0,B-
136Xe,1102.42,0.00188,0.000183,229.0,B-
136Xe,1867.96,0.00185,0.000183,229.0,B-
136Xe,482.14,0.0017000000000000001,0.000401,229.0,B-
136Xe,2084.47,0.0015600000000000002,0.00011300000000000001,229.0,B-
136Xe,2099.42,0.00153,0.000143,229.0,B-
136Xe,3159.4,0.00135,0.000142,229.0,B-
136Xe,2068.0,0.00117,0.000112,229.0,B-
136Xe,1564.0,0.0011400000000000002,0.000141,229.0,B-
136Xe,1280.05,0.00106,0.000112,229.0,B-
136Ce,631.38,0.00094,5.11e-05,32400.0,EC
136Xe,2188.44,0.00092,0.000111,229.0,B-
136Ce,479.12,0.00084,4.1099999999999996e-05,32400.0,EC
136Xe,2096.4,0.00082,0.000111,229.0,B-
136Xe,715.2,0.00075,0.00017999999999999998,229.0,B-
136Xe,1250.6,0.00075,0.000111,229.0,B-
136Xe,2367.65,0.00075,0.000111,229.0,B-
136Xe,2003.4,0.00075,0.000141,229.0,B-
136Ce,493.03,0.00074,4.08e-05,32400.0,EC
136Xe,3694.0,0.00071,7.11e-05,229.0,B-
136Xe,1761.3,0.00067,0.00017999999999999998,229.0,B-
136Xe,1907.7,0.0006,7.08e-05,229.0,B-
136Xe,1651.14,0.0005,7.06e-05,229.0,B-
136Xe,3037.4,0.0005,7.06e-05,229.0,B-
136Xe,802.4,0.00046,0.00014000000000000001,229.0,B-
136Xe,2212.1,0.00046,7.05e-05,229.0,B-
136Ce,770.97,0.00042500000000000003,2.54e-05,32400.0,EC
136Xe,1236.2,0.00039000000000000005,7.03e-05,229.0,B-
136Xe,1594.0,0.00035,7.03e-05,229.0,B-
136Xe,1219.0,0.00032,7.020000000000001e-05,229.0,B-
136Xe,2489.6,0.00031,4.04e-05,229.0,B-
136Xe,1947.0,0.0003,4.04e-05,229.0,B-
136Xe,633.4,0.00028000000000000003,0.00014000000000000001,229.0,B-
136Xe,2255.3,0.00028000000000000003,4.03e-05,229.0,B-
136Ce,217.03,0.00028000000000000003,4.01e-05,32400.0,EC
136Xe,2216.8,0.00027,0.00011,229.0,B-
136Xe,1726.3,0.00027,5.02e-05,229.0,B-
136Xe,3377.4,0.00023,3.03e-05,229.0,B-
136Xe,3583.7,0.00022,3.03e-05,229.0,B-
136Ce,781.57,0.000213,2.51e-05,32400.0,EC
136Xe,1518.8,0.00021,7.01e-05,229.0,B-
136Xe,1232.1,0.00017999999999999998,7.01e-05,229.0,B-
136Xe,2528.6,0.00016999999999999999,4.01e-05,229.0,B-
136Xe,2735.2,0.00016,3.01e-05,229.0,B-
136Xe,2287.1,0.00016,3.01e-05,229.0,B-
136Xe,3907.1,0.000153,2.51e-05,229.0,B-
136Xe,1933.3,0.00015,4.01e-05,229.0,B-
136Xe,1974.9,0.00013,4.01e-05,229.0,B-
136Xe,1720.9,0.00011999999999999999,4.9999999999999996e-05,229.0,B-
136Xe,2311.1,0.00011,3.01e-05,229.0,B-
136Ce,1160.85,0.000105,1.01e-05,32400.0,EC
136Xe,1644.0,9.999999999999999e-05,0.0005,229.0,B-
136Xe,2638.9,9.999999999999999e-05,4e-05,229.0,B-
136Xe,2463.3,8e-05,2.9999999999999997e-05,229.0,B-
136Ce,709.3,7.5e-05,1.3000000000000001e-05,32400.0,EC
136Ce,148.83,6.3e-05,2.4999999999999998e-05,32400.0,EC
136Ce,678.26,6.3e-05,2.4999999999999998e-05,32400.0,EC
136Xe,2304.5,5.9999999999999995e-05,2.9999999999999997e-05,229.0,B-
136Xe,3451.8,5.3e-05,2.4999999999999998e-05,229.0,B-
136Ce,724.4,4.9999999999999996e-05,2.4999999999999998e-05,32400.0,EC
136Xe,3955.5,3.9e-05,1.4e-05,229.0,B-
136Xe,3736.9,3.5000000000000004e-05,1.1e-05,229.0,B-
136Xe,3976.4,3.5000000000000004e-05,1.4e-05,229.0,B-
136Xe,3940.7,2.8e-05,1.4e-05,229.0,B-
136Ce,529.3,2.4999999999999998e-05,1.3000000000000001e-05,32400.0,EC
137La,1435.795,539.0,7.0600000000000005,3.31e+18,EC
137La,788.742,273.0,4.97,3.31e+18,B-
138Ba,165.857,74.0,8.0,4980.0,B-
138Ba,1420.5,0.82,0.08,4980.0,B-
138Ba,1254.7,0.082,0.008,4980.0,B-
138Ba,1310.6,0.0498,0.0024,4980.0,B-
138Ce,754.24,0.034999999999999996,0.012,54.8,IT
138Ba,1090.8,0.0253,0.0024,4980.0,B-
138Ba,1219.1,0.0122,0.0015999999999999999,4980.0,B-
138Ba,1215.5,0.0098,0.0007999999999999999,4980.0,B-
138Ba,1370.5,0.0092,0.0009,4980.0,B-
138Ba,1256.7,0.0084,0.001,4980.0,B-
138Ba,1683.1,0.008,0.00039999999999999996,4980.0,B-
138Ba,1536.3,0.0066,0.0005,4980.0,B-
138Ba,1595.3,0.0063999999999999994,0.0005,4980.0,B-
138Ba,1476.3,0.00498,8.01e-05,4980.0,B-
138Ba,1578.2,0.0015999999999999999,0.00039999999999999996,4980.0,B-
138Ba,1053.0,0.001,0.004,4980.0,B-
138Ba,1691.2,0.0009,8e-05,4980.0,B-
138Ba,1042.9,0.00082,4.7000000000000005e-07,4980.0,B-
138Ba,1558.2,0.00064,0.00023999999999999998,4980.0,B-
138Ba,1765.5,0.00054,0.00019999999999999998,4980.0,B-
138Ba,1601.4,0.00041,8e-05,4980.0,B-
138Ba,1381.5,0.00023999999999999998,0.00011999999999999999,4980.0,B-
138Ba,1392.4,0.00023999999999999998,0.00011999999999999999,4980.0,B-
138Ba,1762.0,0.00023999999999999998,8e-05,4980.0,B-
138Ba,1920.6,0.00023999999999999998,0.00011,4980.0,B-
138Ba,1754.5,0.00016,8e-05,4980.0,B-
138Ba,1797.4,0.00016,8e-05,4980.0,B-
138Ba,2060.1,0.00016,7.000000000000001e-05,4980.0,B-
138Ba,1894.7,7.000000000000001e-05,4.9999999999999996e-05,4980.0,B-
139La,1596.21,5840.0,90.0,145000.0,B-
139La,487.021,2790.0,40.0,145000.0,B-
139La,815.772,1430.0,12.0,145000.0,B-
139La,328.762,1250.0,18.0,145000.0,B-
139La,925.189,422.0,4.0,145000.0,B-
139La,867.846,337.0,4.0,145000.0,B-
139La,751.637,265.0,2.3,145000.0,B-
139La,2521.4,212.0,2.3,145000.0,B-
139La,432.493,178.0,1.8,145000.0,B-
139La,919.55,163.0,1.8,145000.0,B-
139Ba,537.261,66.0,3.04,1100000.0,B-
139La,2347.88,52.0,1.8,145000.0,B-
139Ba,29.966,38.1,1.13,1100000.0,B-
139La,950.99,31.8,0.4,145000.0,B-
139La,131.117,28.6,0.6,145000.0,B-
139La,266.543,28.5,0.5,145000.0,B-
139La,241.93,25.4,0.5,145000.0,B-
139Ba,162.66,16.8,0.23399999999999999,1100000.0,B-
139La,109.422,13.4,0.23,145000.0,B-
139Ba,304.849,11.6,0.155,1100000.0,B-
139Ba,423.722,8.53,0.11699999999999999,1100000.0,B-
139La,173.543,7.77,0.23,145000.0,B-
139La,2547.34,6.19,0.18000000000000002,145000.0,B-
139Ba,437.575,5.22,0.0481,1100000.0,B-
139La,68.916,4.62,0.12000000000000001,145000.0,B-
139La,397.52,4.5,0.3,145000.0,B-
139La,2899.61,4.09,0.12000000000000001,145000.0,B-
139La,1405.2,3.6,0.4,145000.0,B-
139Ba,13.846,3.3,0.501,1100000.0,B-
139La,1303.5,2.6,0.4,145000.0,B-
139La,1877.29,2.5100000000000002,0.23,145000.0,B-
139La,438.5,2.4,0.6,145000.0,B-
139La,618.12,2.28,0.23,145000.0,B-
139La,3118.51,1.52,0.060000000000000005,145000.0,B-
139La,306.9,1.5,0.4,145000.0,B-
139La,1045.05,1.5,0.9,145000.0,B-
139La,1097.2,1.4,0.3,145000.0,B-
139La,64.135,0.88,0.12000000000000001,145000.0,B-
139La,1924.62,0.82,0.12000000000000001,145000.0,B-
139La,992.9,0.8,0.3,145000.0,B-
139La,2083.2,0.71,0.04,145000.0,B-
139La,2464.1,0.7,0.12000000000000001,145000.0,B-
139Ba,132.687,0.5479999999999999,0.013600000000000001,1100000.0,B-
139La,3320.4,0.23399999999999999,0.018000000000000002,145000.0,B-
139La,24.595,0.18000000000000002,1.8e-06,145000.0,B-
139La,445.5,0.18000000000000002,0.060000000000000005,145000.0,B-
139Ba,118.837,0.165,0.02,1100000.0,B-
139Ba,113.51,0.044,0.0030199999999999997,1100000.0,B-
139Ba,418.44,0.0099,0.000704,1100000.0,B-
139Ba,551.08,0.0084,0.000504,1100000.0,B-
139Ba,43.8,0.0053,3.82e-05,1100000.0,B-
139Ba,467.5,0.0053,3.82e-05,1100000.0,B-
139Ba,63.17,8e-05,4e-05,1100000.0,B-
139Ba,99.49,4.9999999999999996e-05,2.9999999999999997e-05,1100000.0,B-
141Pr,1575.6,426.0,12.0,68800.0,B-
141Pr,508.8,2.6,0.3,68800.0,B-
148Nd,211.309,37.0,1.63,6220.0,B-
148Nd,114.314,27.400000000000002,1.86,6220.0,B-
148Nd,270.166,15.299999999999999,0.47800000000000004,6220.0,B-
148Nd,654.831,11.4,0.631,6220.0,B-
148Nd,423.553,10.6,0.627,6220.0,B-
148Nd,540.509,9.4,0.34099999999999997,6220.0,B-
148Nd,267.693,8.62,0.265,6220.0,B-
148Nd,155.873,8.5,0.33399999999999996,6220.0,B-
148Nd,326.554,6.51,0.187,6220.0,B-
148Nd,240.22,5.62,0.24000000000000002,6220.0,B-
148Nd,208.147,3.63,0.0641,6220.0,B-
148Nd,188.64,2.5500000000000003,0.118,6220.0,B-
148Nd,97.001,2.07,0.154,6220.0,B-
148Nd,198.928,1.99,0.06899999999999999,6220.0,B-
148Nd,349.231,1.96,0.0602,6220.0,B-
148Nd,58.883,1.8,0.30200000000000005,6220.0,B-
148Nd,443.551,1.64,0.07540000000000001,6220.0,B-
148Nd,74.32,1.6,0.301,6220.0,B-
148Nd,74.66,1.41,0.221,6220.0,B-
148Nd,245.72,1.1,0.301,6220.0,B-
148Nd,288.194,0.99,0.034499999999999996,6220.0,B-
148Nd,275.437,0.928,0.027100000000000003,6220.0,B-
148Nd,282.456,0.88,0.026699999999999998,6220.0,B-
148Nd,555.88,0.8400000000000001,0.0425,6220.0,B-
148Nd,294.802,0.8140000000000001,0.0261,6220.0,B-
148Nd,192.026,0.8099999999999999,0.0331,6220.0,B-
148Nd,366.634,0.773,0.0257,6220.0,B-
148Nd,310.979,0.7290000000000001,0.0219,6220.0,B-
148Nd,139.21,0.7200000000000001,0.0324,6220.0,B-
148Nd,229.566,0.6880000000000001,0.021500000000000002,6220.0,B-
148Nd,556.83,0.62,0.0708,6220.0,B-
148Nd,213.947,0.57,0.0412,6220.0,B-
148Nd,301.128,0.536,0.0176,6220.0,B-
148Nd,258.067,0.536,0.0176,6220.0,B-
148Nd,276.96,0.488,0.0172,6220.0,B-
148Nd,425.22,0.388,0.016399999999999998,6220.0,B-
148Nd,384.687,0.381,0.012799999999999999,6220.0,B-
148Nd,122.415,0.366,0.0229,6220.0,B-
148Nd,75.69,0.33,0.0305,6220.0,B-
148Nd,245.5,0.3,0.15,6220.0,B-
148Nd,630.237,0.27,0.00612,6220.0,B-
148Nd,808.843,0.27,0.018600000000000002,6220.0,B-
148Nd,273.24,0.25999999999999995,0.11,6220.0,B-
148Nd,696.264,0.244,0.0156,6220.0,B-
148Nd,226.847,0.23299999999999998,0.008060000000000001,6220.0,B-
148Nd,347.843,0.229,0.008029999999999999,6220.0,B-
148Nd,177.818,0.222,0.0223,6220.0,B-
148Nd,360.052,0.21800000000000003,0.007940000000000001,6220.0,B-
148Nd,112.52,0.17,0.0222,6220.0,B-
148Nd,116.93,0.16,0.0401,6220.0,B-
148Nd,126.63,0.159,0.011300000000000001,6220.0,B-
148Nd,185.489,0.148,0.00745,6220.0,B-
148Nd,1022.78,0.148,0.011300000000000001,6220.0,B-
148Nd,923.874,0.14400000000000002,0.011300000000000001,6220.0,B-
148Nd,533.2,0.129,0.00734,6220.0,B-
148Nd,686.943,0.126,0.00733,6220.0,B-
148Nd,254.228,0.122,0.00451,6220.0,B-
148Nd,107.79,0.122,0.022099999999999998,6220.0,B-
148Nd,273.5,0.12000000000000001,0.060000000000000005,6220.0,B-
148Nd,342.81,0.12000000000000001,0.0301,6220.0,B-
148Nd,979.013,0.111,0.015099999999999999,6220.0,B-
148Nd,579.28,0.107,0.00724,6220.0,B-
148Nd,396.76,0.104,0.00438,6220.0,B-
148Nd,712.59,0.0999,0.00185,6220.0,B-
148Nd,635.7,0.096,0.018099999999999998,6220.0,B-
148Nd,483.59,0.096,0.00433,6220.0,B-
148Nd,651.0,0.09000000000000001,0.04,6220.0,B-
148Nd,1078.76,0.09000000000000001,0.0101,6220.0,B-
148Nd,137.05,0.089,0.00716,6220.0,B-
148Nd,510.3,0.089,0.022099999999999998,6220.0,B-
148Nd,768.172,0.085,0.00715,6220.0,B-
148Nd,493.85,0.085,0.00715,6220.0,B-
148Nd,352.78,0.078,0.004220000000000001,6220.0,B-
148Nd,380.79,0.074,0.0042,6220.0,B-
148Nd,636.2,0.074,0.015099999999999999,6220.0,B-
148Nd,842.847,0.074,0.00711,6220.0,B-
148Nd,176.27,0.06999999999999999,0.015000000000000001,6220.0,B-
148Nd,198.0,0.06999999999999999,0.0070999999999999995,6220.0,B-
148Nd,536.6,0.06999999999999999,0.030000000000000002,6220.0,B-
148Nd,583.03,0.06999999999999999,0.018000000000000002,6220.0,B-
148Nd,718.43,0.06999999999999999,0.0070999999999999995,6220.0,B-
148Nd,1100.77,0.06999999999999999,0.0070999999999999995,6220.0,B-
148Nd,357.03,0.067,0.00416,6220.0,B-
148Nd,462.34,0.060000000000000005,0.030000000000000002,6220.0,B-
148Nd,480.32,0.059,0.00413,6220.0,B-
148Nd,141.06,0.055,0.00411,6220.0,B-
148Nd,754.291,0.055,0.00411,6220.0,B-
148Nd,515.75,0.052,0.00706,6220.0,B-
148Nd,439.6,0.052,0.022,6220.0,B-
148Nd,498.62,0.052,0.0040999999999999995,6220.0,B-
148Nd,155.1,0.048,0.022,6220.0,B-
148Nd,250.826,0.048,0.00408,6220.0,B-
148Nd,96.9,0.048,0.018000000000000002,6220.0,B-
148Nd,871.375,0.048,0.00408,6220.0,B-
148Nd,65.42,0.044,0.015000000000000001,6220.0,B-
148Nd,837.4,0.044,0.00407,6220.0,B-
148Nd,1125.32,0.041999999999999996,0.00505,6220.0,B-
148Nd,598.06,0.041,0.00406,6220.0,B-
148Nd,761.46,0.041,0.00406,6220.0,B-
148Nd,594.4,0.041,0.00406,6220.0,B-
148Nd,1041.95,0.041,0.00406,6220.0,B-
148Nd,1234.12,0.037,0.00504,6220.0,B-
148Nd,675.79,0.036000000000000004,0.00306,6220.0,B-
148Nd,963.95,0.036000000000000004,0.00405,6220.0,B-
148Nd,263.4,0.033,0.000566,6220.0,B-
148Nd,832.09,0.033,0.00404,6220.0,B-
148Nd,1150.08,0.033,0.00305,6220.0,B-
148Nd,793.43,0.032,0.00305,6220.0,B-
148Nd,945.8,0.031,0.00305,6220.0,B-
148Nd,849.926,0.031,0.00305,6220.0,B-
148Nd,329.18,0.030000000000000002,0.015000000000000001,6220.0,B-
148Nd,1075.95,0.030000000000000002,0.004030000000000001,6220.0,B-
148Nd,36.7,0.026,0.011,6220.0,B-
148Nd,653.9,0.026,0.000446,6220.0,B-
148Nd,582.9,0.026,0.011,6220.0,B-
148Nd,657.2,0.026,0.011,6220.0,B-
148Nd,30.0,0.025,0.00602,6220.0,B-
148Nd,861.54,0.025,0.0030299999999999997,6220.0,B-
148Nd,282.4,0.024,0.00901,6220.0,B-
148Nd,567.56,0.024,0.00502,6220.0,B-
148Nd,727.88,0.023,0.0030299999999999997,6220.0,B-
148Nd,758.65,0.0222,0.0022299999999999998,6220.0,B-
148Nd,758.65,0.0222,0.0022299999999999998,6220.0,B-
148Nd,65.23,0.022,0.00701,6220.0,B-
148Nd,547.1,0.022,0.011,6220.0,B-
148Nd,809.6,0.022,0.000377,6220.0,B-
148Nd,978.8,0.022,0.00701,6220.0,B-
148Nd,399.1,0.020999999999999998,0.00801,6220.0,B-
148Nd,1123.47,0.020999999999999998,0.0030199999999999997,6220.0,B-
148Nd,740.57,0.0203,0.00053,6220.0,B-
148Nd,749.63,0.0192,0.0022199999999999998,6220.0,B-
148Nd,865.0,0.019,0.00901,6220.0,B-
148Nd,432.66,0.018000000000000002,0.00701,6220.0,B-
148Nd,287.7,0.018000000000000002,0.00701,6220.0,B-
148Nd,197.4,0.018000000000000002,0.000309,6220.0,B-
148Nd,239.6,0.018000000000000002,0.000309,6220.0,B-
148Nd,512.7,0.018000000000000002,0.00701,6220.0,B-
148Nd,512.7,0.018000000000000002,0.00701,6220.0,B-
148Nd,527.6,0.017,0.00401,6220.0,B-
148Nd,673.58,0.016,0.00401,6220.0,B-
148Nd,929.8,0.0155,0.00182,6220.0,B-
148Nd,358.49,0.015000000000000001,0.007,6220.0,B-
148Nd,443.7,0.015000000000000001,0.00025699999999999996,6220.0,B-
148Nd,558.0,0.015000000000000001,0.00025699999999999996,6220.0,B-
148Nd,188.8,0.015000000000000001,0.00025699999999999996,6220.0,B-
148Nd,606.67,0.015000000000000001,0.007,6220.0,B-
148Nd,470.5,0.015000000000000001,0.007,6220.0,B-
148Nd,547.4,0.015000000000000001,0.007,6220.0,B-
148Nd,498.06,0.015000000000000001,0.00401,6220.0,B-
148Nd,671.56,0.015000000000000001,0.00601,6220.0,B-
148Nd,929.2,0.015000000000000001,0.00025699999999999996,6220.0,B-
148Nd,786.73,0.0144,0.00182,6220.0,B-
148Nd,563.8,0.013,0.006,6220.0,B-
148Nd,1027.18,0.0126,0.00221,6220.0,B-
148Nd,828.6,0.012,0.00301,6220.0,B-
148Nd,967.43,0.0118,0.0015099999999999998,6220.0,B-
148Nd,681.34,0.0115,0.00221,6220.0,B-
148Nd,575.4,0.011,0.004,6220.0,B-
148Nd,376.9,0.011,0.006,6220.0,B-
148Nd,617.9,0.011,0.004,6220.0,B-
148Nd,390.9,0.011,0.004,6220.0,B-
148Nd,765.1,0.011,0.00301,6220.0,B-
148Nd,952.0,0.011,0.004,6220.0,B-
148Nd,1264.02,0.0107,0.00181,6220.0,B-
148Nd,1312.13,0.0104,0.0015099999999999998,6220.0,B-
148Nd,795.93,0.009989999999999999,0.000228,6220.0,B-
148Nd,1197.84,0.0096,0.0015099999999999998,6220.0,B-
148Nd,361.4,0.009000000000000001,0.004,6220.0,B-
148Nd,818.18,0.0081,0.0022,6220.0,B-
148Nd,588.5,0.008,0.003,6220.0,B-
148Nd,22.7,0.0078,0.0022,6220.0,B-
148Nd,886.59,0.0078,0.0015099999999999998,6220.0,B-
148Nd,661.9,0.007,0.003,6220.0,B-
148Nd,935.9,0.0067,0.0011099999999999999,6220.0,B-
148Nd,874.0,0.0067,0.0015,6220.0,B-
148Nd,131.7,0.0063,0.000108,6220.0,B-
148Nd,1031.77,0.0063,0.0018,6220.0,B-
148Nd,893.3,0.0063,0.0015,6220.0,B-
148Nd,854.74,0.0063,0.0015,6220.0,B-
148Nd,1051.9,0.0063,0.0018,6220.0,B-
148Nd,993.05,0.006,0.003,6220.0,B-
148Nd,1290.11,0.0059,0.0011,6220.0,B-
148Nd,1259.62,0.0059,0.0011,6220.0,B-
148Nd,781.4,0.0055,0.0015,6220.0,B-
148Nd,920.3,0.0055,0.0022,6220.0,B-
148Nd,896.65,0.0055,0.0018,6220.0,B-
148Nd,1171.97,0.0055,0.0011,6220.0,B-
148Nd,864.9,0.0048,0.0018,6220.0,B-
148Nd,1175.75,0.0048,0.0011,6220.0,B-
148Nd,942.97,0.0044,0.0015,6220.0,B-
148Nd,774.6,0.0044,0.0018,6220.0,B-
148Nd,743.5,0.0037,0.0015,6220.0,B-
148Nd,1141.77,0.0037,0.0015,6220.0,B-
148Nd,951.3,0.0037,0.0015,6220.0,B-
148Nd,1141.77,0.0037,0.0015,6220.0,B-
148Nd,1021.8,0.0037,0.0015,6220.0,B-
148Nd,1190.28,0.0033,0.000702,6220.0,B-
148Nd,986.68,0.0033,0.000702,6220.0,B-
148Nd,915.35,0.003,0.0015,6220.0,B-
148Nd,1135.94,0.003,0.0011,6220.0,B-
148Nd,1381.42,0.003,0.000702,6220.0,B-
148Nd,1357.26,0.003,0.000702,6220.0,B-
148Nd,1239.5,0.0026,0.000701,6220.0,B-
148Nd,1225.67,0.0022,0.000701,6220.0,B-
148Nd,1284.49,0.0022,0.000701,6220.0,B-
148Nd,1495.8,0.0022,0.000701,6220.0,B-
148Nd,1454.29,0.0018,0.000701,6220.0,B-
148Nd,1156.3,0.0015,0.0007,6220.0,B-
148Nd,1307.6,0.0015,0.0007,6220.0,B-
148Nd,1280.28,0.0015,0.0007,6220.0,B-
148Nd,1298.32,0.0011,0.0007,6220.0,B-
148Nd,1448.07,0.0007,0.00039999999999999996,6220.0,B-
148Nd,1568.43,0.0007,0.00039999999999999996,6220.0,B-
150Nd,116.8,26.200000000000003,0.9650000000000001,746.0,B-
150Nd,255.68,9.92,0.378,746.0,B-
150Nd,1180.89,8.93,0.34900000000000003,746.0,B-
150Nd,138.89,4.74,0.212,746.0,B-
150Nd,175.07,4.25,0.2,746.0,B-
150Nd,423.56,3.98,0.156,746.0,B-
150Nd,736.23,3.98,0.161,746.0,B-
150Nd,797.53,3.17,0.127,746.0,B-
150Nd,1122.63,2.7399999999999998,0.10500000000000001,746.0,B-
150Nd,170.76,1.9300000000000002,0.0953,746.0,B-
150Nd,1016.4,1.6800000000000002,0.0691,746.0,B-
150Nd,677.88,1.6,0.0669,746.0,B-
150Nd,85.12,1.38,0.0612,746.0,B-
150Nd,300.58,1.22,0.0572,746.0,B-
150Nd,89.96,1.03,0.0528,746.0,B-
150Nd,739.2,1.02,0.0455,746.0,B-
150Nd,585.22,0.88,0.076,746.0,B-
150Nd,68.98,0.85,0.0491,746.0,B-
150Nd,755.57,0.786,0.031900000000000005,746.0,B-
150Nd,460.59,0.643,0.0281,746.0,B-
150Nd,914.28,0.62,0.0541,746.0,B-
150Nd,263.56,0.53,0.0349,746.0,B-
150Nd,841.07,0.51,0.0528,746.0,B-
150Nd,658.61,0.491,0.0244,746.0,B-
150Nd,332.78,0.46,0.0337,746.0,B-
150Nd,550.04,0.41100000000000003,0.0165,746.0,B-
150Nd,1048.11,0.41100000000000003,0.022699999999999998,746.0,B-
150Nd,320.09,0.41,0.033,746.0,B-
150Nd,958.18,0.393,0.0223,746.0,B-
150Nd,407.55,0.34,0.0145,746.0,B-
150Nd,524.31,0.34,0.0145,746.0,B-
150Nd,542.06,0.34,0.0145,746.0,B-
150Nd,102.45,0.331,0.0211,746.0,B-
150Nd,324.68,0.322,0.020999999999999998,746.0,B-
150Nd,238.63,0.322,0.020999999999999998,746.0,B-
150Nd,183.19,0.304,0.013600000000000001,746.0,B-
150Nd,31.67,0.3,0.0412,746.0,B-
150Nd,596.64,0.28600000000000003,0.0204,746.0,B-
150Nd,1107.16,0.28600000000000003,0.0131,746.0,B-
150Nd,170.76,0.27,0.050800000000000005,746.0,B-
150Nd,347.13,0.268,0.0201,746.0,B-
150Nd,426.47,0.25999999999999995,0.0312,746.0,B-
150Nd,357.0,0.259,0.02,746.0,B-
150Nd,876.39,0.259,0.0125,746.0,B-
150Nd,58.28,0.25,0.019899999999999998,746.0,B-
150Nd,239.6,0.25,0.019899999999999998,746.0,B-
150Nd,422.6,0.25,0.0409,746.0,B-
150Nd,943.17,0.25,0.0123,746.0,B-
150Nd,577.36,0.241,0.0121,746.0,B-
150Nd,670.39,0.223,0.0117,746.0,B-
150Nd,249.29,0.223,0.0195,746.0,B-
150Nd,619.01,0.223,0.0195,746.0,B-
150Nd,1617.94,0.223,0.0195,746.0,B-
150Nd,439.22,0.214,0.0115,746.0,B-
150Nd,270.89,0.214,0.0194,746.0,B-
150Nd,1041.91,0.214,0.0115,746.0,B-
150Nd,1293.61,0.205,0.011300000000000001,746.0,B-
150Nd,1362.78,0.205,0.011300000000000001,746.0,B-
150Nd,149.61,0.19699999999999998,0.0112,746.0,B-
150Nd,589.61,0.19699999999999998,0.0112,746.0,B-
150Nd,176.09,0.188,0.011,746.0,B-
150Nd,897.65,0.188,0.011,746.0,B-
150Nd,199.68,0.179,0.0108,746.0,B-
