Isotope,Energy (keV),XS or I,Info
23Na,2898.9,0.0388,"(n,g) I-S"
23Na,3744.3,0.0377,"(n,g) I-S"
23Na,1455.4,0.0366,"(n,g) I-S"
23Na,2546.51,0.0366,"(n,g) I-S"
23Na,2545.9,0.0366,"(n,g) I-S"
23Na,2139.4,0.0366,"(n,g) I-S"
23Na,2310.2,0.0366,"(n,g) I-S"
23Na,464.47,0.0356,"(n,g) I-S"
23Na,820.27,0.0345,"(n,g) I-S"
23Na,4226.32,0.0345,"(n,g) I-S"
23Na,4131.7,0.0334,"(n,g) I-S"
23Na,605.46,0.0334,"(n,g) I-S"
23Na,2314.3,0.0323,"(n,g) I-S"
23Na,4187.39,0.0323,"(n,g) I-S"
23Na,5703.2,0.0323,"(n,g) I-S"
23Na,1131.31,0.0313,"(n,g) I-S"
23Na,1108.12,0.0313,"(n,g) I-P"
23Na,2657.6,0.0313,"(n,g) I-S"
23Na,4107.3,0.0313,"(n,g) I-S"
23Na,3231.6,0.0302,"(n,g) I-S"
23Na,1172.1,0.0302,"(n,g) I-S"
23Na,4829.68,0.0302,"(n,g) I-S"
23Na,1875.6,0.0302,"(n,g) I-S"
23Na,617.84,0.0291,"(n,g) I-S"
23Na,2426.44,0.0291,"(n,g) I-S"
23Na,2341.1,0.028,"(n,g) I-S"
23Na,2334.9,0.0259,"(n,g) I-S"
23Na,1218.2,0.0259,"(n,g) I-S"
23Na,4727.58,0.0259,"(n,g) I-S"
23Na,1646.16,0.0259,"(n,g) I-S"
23Na,5784.4,0.0248,"(n,g) I-S"
23Na,4562.57,0.0248,"(n,g) I-S"
23Na,2271.2,0.0237,"(n,g) I-S"
23Na,1420,0.0237,"(n,g) I-S"
23Na,2270.3,0.0237,"(n,g) I-S"
23Na,2106.5,0.0237,"(n,g) I-S"
23Na,4836.06,0.0226,"(n,g) I-S"
23Na,5058.7,0.0226,"(n,g) I-S"
23Na,2875.6,0.0226,"(n,g) I-S"
23Na,1490.1,0.0226,"(n,g) I-S"
23Na,1714.2,0.0226,"(n,g) I-S"
23Na,2118,0.0216,"(n,g) I-S"
23Na,2574.9,0.0216,"(n,g) I-S"
23Na,242.3,0.0216,"(n,g) I-S"
23Na,4361.57,0.0216,"(n,g) I-S"
23Na,2482.9,0.0205,"(n,g) I-S"
23Na,1514.7,0.0205,"(n,g) I-S"
23Na,1683.1,0.0205,"(n,g) I-S"
23Na,737.55,0.0205,"(n,g) I-P"
23Na,1340.98,0.0194,"(n,g) I-S"
23Na,810.4,0.0194,"(n,g) I-S"
23Na,3934.34,0.0194,"(n,g) I-S"
23Na,2051.29,0.0194,"(n,g) I-P"
23Na,1526.1,0.0183,"(n,g) I-S"
23Na,1526.1,0.0183,"(n,g) I-S"
23Na,999.7,0.0183,"(n,g) I-S"
23Na,1477.4,0.0172,"(n,g) I-S"
23Na,3776.7,0.0172,"(n,g) I-S"
23Na,857,0.0172,"(n,g) I-S"
23Na,992.4,0.0172,"(n,g) I-P"
23Na,4866.27,0.0172,"(n,g) I-S"
23Na,1225,0.0172,"(n,g) I-S"
23Na,6111.1,0.0162,"(n,g) I-S"
23Na,2565.2,0.0162,"(n,g) I-S"
23Na,1685.7,0.0162,"(n,g) I-S"
23Na,2623.3,0.0162,"(n,g) I-S"
23Na,813,0.0162,"(n,g) I-S"
23Na,2833.7,0.0162,"(n,g) I-S"
23Na,4693.2,0.0151,"(n,g) I-S"
23Na,4278.76,0.0151,"(n,g) I-S"
23Na,5336.64,0.0151,"(n,g) I-S"
23Na,1018.3,0.0151,"(n,g) I-S"
23Na,1330.52,0.0151,"(n,g) I-S"
23Na,4245.69,0.0151,"(n,g) I-S"
23Na,1412.4,0.0151,"(n,g) I-S"
23Na,1570.17,0.0151,"(n,g) I-S"
23Na,373.11,0.0151,"(n,g) I-S"
23Na,2040.9,0.0151,"(n,g) I-S"
23Na,4433.8,0.014,"(n,g) I-S"
23Na,4521.23,0.014,"(n,g) I-S"
23Na,1183.8,0.014,"(n,g) I-P"
23Na,4107.6,0.014,"(n,g) I-S"
23Na,5683.2,0.014,"(n,g) I-S"
23Na,1012.5,0.0129,"(n,g) I-S"
23Na,1035.3,0.0129,"(n,g) I-S"
23Na,5492.8,0.0129,"(n,g) I-S"
23Na,1578,0.0129,"(n,g) I-S"
23Na,4144.5,0.0129,"(n,g) I-S"
23Na,552.721,0.0121,"(n,g) I-P"
23Na,4394.9,0.0108,"(n,g) I-P"
23Na,943.4,0.0097,"(n,g) I-S"
23Na,5245.51,0.0097,"(n,g) I-S"
23Na,5191.99,0.0086,"(n,g) I-S"
23Na,543.94,0.0086,"(n,g) I-S"
23Na,390.51,0.0086,"(n,g) I-S"
23Na,1470,0.0086,"(n,g) I-S"
23Na,6406.4,0.0086,"(n,g) I-S"
23Na,1415.8,0.0086,"(n,g) I-S"
23Na,1292.4,0.0075,"(n,g) I-S"
23Na,4875.18,0.0065,"(n,g) I-S"
23Na,5658.41,0.0065,"(n,g) I-S"
23Na,3295.6,0.0054,"(n,g) I-S"
23Na,1964.3,0.0054,"(n,g) I-S"
23Na,5507.8,0.0054,"(n,g) I-S"
23Na,3244.31,0.0054,"(n,g) I-S"
23Na,387.98,0.0054,"(n,g) I-S"
23Na,4286.5,0.0043,"(n,g) I-S"
23Na,6246.5,0.0032,"(n,g) I-S"
23Na,6958.4,0.003,"(n,g) I-P"
23Na,5396.6,0.0022,"(n,g) I-S"
23Na,992.6,0.0022,"(n,g) I-S"
23Na,4619.1,0.0022,"(n,g) I-S"
23Na,2378,0.0022,"(n,g) I-S"
23Na,3785.93,0,"(n,g) I-S"
23Na,592.67,0,"(n,g) I-S"
23Na,5423.4,0,"(n,g) I-S"
23Na,3355.6,0,"(n,g) I-S"
23Na,3430,0,"(n,g) I-S"
23Na,4157.6,0,"(n,g) I-S"
23Na,3460.4,0,"(n,g) I-S"
23Na,3903.5,0,"(n,g) I-S"
23Na,417.08,0,"(n,g) I-S"
23Na,6226,0,"(n,g) I-S"
23Na,3596.22,0,"(n,g) I-S"
23Na,5688,0,"(n,g) I-S"
23Na,5694.1,0,"(n,g) I-S"
23Na,5372.9,0,"(n,g) I-S"
23Na,4210.93,0,"(n,g) I-S"
23Na,5714.22,0,"(n,g) I-S"
23Na,6129.5,0,"(n,g) I-S"
23Na,440.1,0,"(n,g) I-S"
23Na,5381.7,0,"(n,g) I-S"
23Na,2163.6,0,"(n,g) I-S"
23Na,3340.1,0,"(n,g) I-S"
23Na,4409.4,0,"(n,g) I-S"
23Na,2176.6,0,"(n,g) I-S"
23Na,4752.2,0,"(n,g) I-S"
23Na,2448.4,0,"(n,g) I-S"
23Na,4785.5,0,"(n,g) I-S"
23Na,4804.21,0,"(n,g) I-S"
23Na,1534.76,0,"(n,g) I-S"
23Na,2511.22,0,"(n,g) I-S"
23Na,4843.08,0,"(n,g) I-S"
23Na,4142.7,0,"(n,g) I-S"
23Na,2704,0,"(n,g) I-S"
23Na,3060.6,0,"(n,g) I-S"
23Na,1220.9,0,"(n,g) I-S"
23Na,3088.9,0,"(n,g) I-S"
23Na,1126.38,0,"(n,g) I-S"
23Na,1124.69,0,"(n,g) I-S"
23Na,4961.5,0,"(n,g) I-S"
23Na,1120.85,0,"(n,g) I-S"
23Na,5017.67,0,"(n,g) I-S"
23Na,5024.5,0,"(n,g) I-S"
23Na,4431.4,0,"(n,g) I-S"
23Na,4660.7,0,"(n,g) I-S"
23Na,4427.4,0,"(n,g) I-S"
23Na,5240.1,0,"(n,g) I-S"
23Na,5155.2,0,"(n,g) I-S"
24Mg,585.06,100,"(n,g) I-S"
24Mg,3916.85,99.5,"(n,g) I-P"
24Mg,2828.21,75.75,"(n,g) I-S"
24Mg,3053.98,26.25,"(n,g) I-P"
24Mg,974.67,21.25,"(n,g) I-S"
24Mg,3301.4,20,"(n,g) I-S"
24Mg,389.65,18.25,"(n,g) I-S"
24Mg,2438.47,14.5,"(n,g) I-S"
24Mg,3413.14,12.65,"(n,g) I-S"
24Mg,1712.85,3.725,"(n,g) I-S"
24Mg,1978.22,3.475,"(n,g) I-S"
24Mg,6355.01,3.45,"(n,g) I-P"
24Mg,3691.03,2.05,"(n,g) I-S"
24Mg,862.96,1.325,"(n,g) I-S"
24Mg,4766.78,1.05,"(n,g) I-P"
24Mg,4528.56,0.925,"(n,g) I-P"
24Mg,1588.52,0.925,"(n,g) I-S"
24Mg,2214.19,0.725,"(n,g) I-P"
24Mg,836.75,0.48,"(n,g) I-S"
24Mg,6744.88,0.45,"(n,g) I-P"
24Mg,4141.38,0.45,"(n,g) I-S"
24Mg,2216.7,0.4,"(n,g) I-S"
24Mg,1379.69,0.2775,"(n,g) I-S"
24Mg,2801.2,0.26,"(n,g) I-S"
24Mg,849.93,0.2275,"(n,g) I-S"
24Mg,2972.4,0.225,"(n,g) I-P"
24Mg,2563.6,0.175,"(n,g) I-S"
24Mg,1964.63,0.15,"(n,g) I-S"
24Mg,990.24,0.125,"(n,g) I-S"
24Mg,1702.6,0.1,"(n,g) I-S"
24Mg,2553.7,0.075,"(n,g) I-S"
24Mg,7330.6,0.045,"(n,g) I-P"
25Mg,1808.68,100,"(n,g) I-S"
25Mg,1129.61,49.4624,"(n,g) I-S"
25Mg,3831.48,23.4409,"(n,g) I-P"
25Mg,8153.54,16.0215,"(n,g) I-P"
25Mg,5452.03,11.4516,"(n,g) I-S"
25Mg,4967.19,9.1398,"(n,g) I-P"
25Mg,1003.25,8.8172,"(n,g) I-S"
25Mg,4216.38,8.0645,"(n,g) I-P"
25Mg,2541.18,7.7419,"(n,g) I-S"
25Mg,3744.01,7.6882,"(n,g) I-P"
25Mg,1775.31,7.3118,"(n,g) I-S"
25Mg,1411.72,7.2043,"(n,g) I-S"
25Mg,3551.19,6.0215,"(n,g) I-P"
25Mg,2523.69,5.5914,"(n,g) I-S"
25Mg,5067.13,5.4301,"(n,g) I-S"
25Mg,3810.13,5.4301,"(n,g) I-P"
25Mg,3319.66,5.4301,"(n,g) I-S"
25Mg,2938.15,5.3226,"(n,g) I-S"
25Mg,1896.72,5.1613,"(n,g) I-S"
25Mg,2132.71,5.0538,"(n,g) I-S"
25Mg,4410.15,3.7634,"(n,g) I-S"
25Mg,2189.59,3.3118,"(n,g) I-P"
25Mg,2510.01,3.2258,"(n,g) I-S"
25Mg,2426.09,2.871,"(n,g) I-S"
25Mg,3341.01,2.6882,"(n,g) I-S"
25Mg,2353.27,2.5376,"(n,g) I-S"
25Mg,9282.68,2.4462,"(n,g) I-P"
25Mg,6742.21,2.2634,"(n,g) I-P"
25Mg,3208.98,2.2204,"(n,g) I-S"
25Mg,4602.93,2.0108,"(n,g) I-S"
25Mg,4322.68,1.7366,"(n,g) I-S"
25Mg,5800.69,1.6935,"(n,g) I-P"
25Mg,1767.61,1.6882,"(n,g) I-P"
25Mg,2963.61,1.6559,"(n,g) I-S"
25Mg,2513.52,1.5753,"(n,g) I-S"
25Mg,2908.02,1.5054,"(n,g) I-P"
25Mg,3092.31,1.4624,"(n,g) I-S"
25Mg,3937.8,1.4194,"(n,g) I-S"
25Mg,1519.12,1.4086,"(n,g) I-P"
25Mg,2842.2,1.2634,"(n,g) I-P"
25Mg,7150.61,1.2312,"(n,g) I-P"
25Mg,6759.73,1.2312,"(n,g) I-P"
25Mg,5539.53,1.1935,"(n,g) I-S"
25Mg,6375.38,1.0968,"(n,g) I-S"
25Mg,2928.56,1.0806,"(n,g) I-S"
25Mg,1394.28,1.0806,"(n,g) I-S"
25Mg,2183.83,1.0054,"(n,g) I-S"
25Mg,4030.88,0.9785,"(n,g) I-P"
25Mg,5311.66,0.9516,"(n,g) I-S"
25Mg,3993.24,0.9462,"(n,g) I-P"
25Mg,5732.37,0.9247,"(n,g) I-S"
25Mg,2911.12,0.9247,"(n,g) I-S"
25Mg,2865.27,0.914,"(n,g) I-P"
25Mg,4553.02,0.8978,"(n,g) I-S"
25Mg,5223.37,0.8817,"(n,g) I-S"
25Mg,2560.77,0.8602,"(n,g) I-P"
25Mg,730.74,0.8548,"(n,g) I-P"
25Mg,3599.86,0.8495,"(n,g) I-S"
25Mg,4961.42,0.8441,"(n,g) I-S"
25Mg,1157.23,0.7312,"(n,g) I-S"
25Mg,1779.74,0.6989,"(n,g) I-S"
25Mg,3039.5,0.6828,"(n,g) I-P"
25Mg,4834.61,0.6774,"(n,g) I-S"
25Mg,1665.39,0.6559,"(n,g) I-P"
25Mg,1236.64,0.6237,"(n,g) I-P"
25Mg,2387.33,0.6129,"(n,g) I-P"
25Mg,3406.87,0.5484,"(n,g) I-S"
25Mg,2589.3,0.5323,"(n,g) I-P"
25Mg,4458.43,0.5054,"(n,g) I-P"
25Mg,3695.63,0.5,"(n,g) I-S"
25Mg,3472.9,0.4946,"(n,g) I-S"
25Mg,2932.5,0.4892,"(n,g) I-S"
25Mg,4160.96,0.4892,"(n,g) I-S"
25Mg,1792.87,0.4731,"(n,g) I-S"
25Mg,3367.45,0.4677,"(n,g) I-P"
25Mg,3016.18,0.4516,"(n,g) I-S"
25Mg,6386.34,0.4409,"(n,g) I-S"
25Mg,2634.17,0.4409,"(n,g) I-P"
25Mg,4332.2,0.4247,"(n,g) I-S"
25Mg,1774,0.4247,"(n,g) I-S"
25Mg,3187.14,0.4194,"(n,g) I-S"
25Mg,3721.4,0.414,"(n,g) I-P"
25Mg,493.23,0.3978,"(n,g) I-P"
25Mg,1290.4,0.3817,"(n,g) I-S"
25Mg,6773.1,0.371,"(n,g) I-P"
25Mg,6257.1,0.3656,"(n,g) I-P"
25Mg,6417.9,0.3602,"(n,g) I-S"
25Mg,4346.98,0.3602,"(n,g) I-P"
25Mg,4316.39,0.3548,"(n,g) I-S"
25Mg,4936.3,0.3548,"(n,g) I-S"
25Mg,5766.6,0.3495,"(n,g) I-S"
25Mg,8502.2,0.3495,"(n,g) I-S"
25Mg,1365.54,0.3387,"(n,g) I-S"
25Mg,2543.7,0.328,"(n,g) I-S"
25Mg,8552.2,0.328,"(n,g) I-S"
25Mg,3882,0.3226,"(n,g) I-S"
25Mg,2033.88,0.3172,"(n,g) I-S"
25Mg,5964.31,0.3172,"(n,g) I-S"
25Mg,6488.6,0.3065,"(n,g) I-S"
25Mg,5245.9,0.3011,"(n,g) I-S"
25Mg,5252.9,0.2957,"(n,g) I-S"
25Mg,3428.7,0.2903,"(n,g) I-S"
25Mg,5616.8,0.2903,"(n,g) I-P"
25Mg,6191.11,0.2849,"(n,g) I-P"
25Mg,6649.1,0.2742,"(n,g) I-S"
25Mg,2381.28,0.2742,"(n,g) I-S"
25Mg,2776.82,0.2742,"(n,g) I-S"
25Mg,4001.8,0.2688,"(n,g) I-S"
25Mg,6120.11,0.2688,"(n,g) I-P"
25Mg,3611.5,0.2634,"(n,g) I-S"
25Mg,833.68,0.2581,"(n,g) I-S"
25Mg,2041.44,0.2527,"(n,g) I-S"
25Mg,3026.3,0.2473,"(n,g) I-S"
25Mg,1567.06,0.2473,"(n,g) I-S"
25Mg,5401.3,0.2419,"(n,g) I-P"
25Mg,2557.2,0.2366,"(n,g) I-S"
25Mg,3847,0.2366,"(n,g) I-S"
25Mg,8225.6,0.2312,"(n,g) I-S"
25Mg,2934.8,0.2258,"(n,g) I-S"
25Mg,9237.1,0.2204,"(n,g) I-S"
25Mg,2697.7,0.2151,"(n,g) I-S"
25Mg,966.47,0.2097,"(n,g) I-P"
25Mg,4992.4,0.2097,"(n,g) I-S"
25Mg,3261.8,0.2043,"(n,g) I-S"
25Mg,1642.09,0.1989,"(n,g) I-S"
25Mg,2264.25,0.1989,"(n,g) I-S"
25Mg,3191.2,0.1935,"(n,g) I-S"
25Mg,5593.2,0.1882,"(n,g) I-S"
25Mg,1620.8,0.1882,"(n,g) I-S"
25Mg,3448.8,0.1828,"(n,g) I-S"
25Mg,3807.8,0.1774,"(n,g) I-S"
25Mg,2133.7,0.172,"(n,g) I-P"
25Mg,8957.7,0.172,"(n,g) I-S"
25Mg,5523.6,0.172,"(n,g) I-S"
25Mg,3482.4,0.1667,"(n,g) I-S"
25Mg,1534.49,0.1667,"(n,g) I-S"
25Mg,6011.2,0.1613,"(n,g) I-S"
25Mg,990.76,0.1613,"(n,g) I-P"
25Mg,5290.3,0.1559,"(n,g) I-S"
25Mg,4886.3,0.1559,"(n,g) I-S"
25Mg,6267,0.1505,"(n,g) I-S"
25Mg,11090.7,0.1505,"(n,g) I-P"
25Mg,4139.7,0.1505,"(n,g) I-S"
25Mg,4975.3,0.1398,"(n,g) I-S"
25Mg,4122.9,0.1398,"(n,g) I-S"
25Mg,4355.3,0.1398,"(n,g) I-S"
25Mg,6242.9,0.1344,"(n,g) I-S"
25Mg,3395.3,0.129,"(n,g) I-P"
25Mg,1854.5,0.129,"(n,g) I-P"
25Mg,6657.3,0.129,"(n,g) I-S"
25Mg,5632.3,0.129,"(n,g) I-S"
25Mg,2752.56,0.129,"(n,g) I-S"
25Mg,4181.9,0.1237,"(n,g) I-S"
25Mg,2290.8,0.1237,"(n,g) I-S"
25Mg,374.43,0.1237,"(n,g) I-P"
25Mg,8316.4,0.1237,"(n,g) I-S"
25Mg,10100.5,0.1237,"(n,g) I-S"
25Mg,4424.2,0.1183,"(n,g) I-S"
25Mg,6694,0.1183,"(n,g) I-S"
25Mg,742.79,0.1183,"(n,g) I-P"
25Mg,3029.6,0.1183,"(n,g) I-S"
25Mg,4489.4,0.1183,"(n,g) I-S"
25Mg,2048.2,0.1129,"(n,g) I-P"
25Mg,3760,0.1075,"(n,g) I-S"
25Mg,502.5,0.1075,"(n,g) I-S"
25Mg,3672.6,0.1075,"(n,g) I-S"
25Mg,3783.8,0.1075,"(n,g) I-S"
25Mg,5020.7,0.1075,"(n,g) I-S"
25Mg,4891.9,0.1075,"(n,g) I-S"
25Mg,2942.3,0.1075,"(n,g) I-S"
25Mg,7617.8,0.1022,"(n,g) I-S"
25Mg,7369.8,0.0968,"(n,g) I-S"
25Mg,1224,0.0968,"(n,g) I-S"
25Mg,5291.1,0.0968,"(n,g) I-S"
25Mg,767.86,0.0968,"(n,g) I-S"
25Mg,3667.1,0.0968,"(n,g) I-S"
25Mg,3158.4,0.0914,"(n,g) I-S"
25Mg,7054,0.086,"(n,g) I-S"
25Mg,6722.1,0.086,"(n,g) I-S"
25Mg,1350.2,0.086,"(n,g) I-S"
25Mg,2410.8,0.0753,"(n,g) I-S"
25Mg,9854.5,0.0753,"(n,g) I-S"
25Mg,5077.4,0.0699,"(n,g) I-S"
25Mg,1554.8,0.0699,"(n,g) I-S"
25Mg,5376.1,0.0699,"(n,g) I-P"
25Mg,5383.8,0.0699,"(n,g) I-S"
25Mg,6104.3,0.0699,"(n,g) I-S"
25Mg,347.2,0.0667,"(n,g) I-P"
25Mg,7187.4,0.0645,"(n,g) I-S"
25Mg,5562.9,0.0645,"(n,g) I-S"
25Mg,959.5,0.0645,"(n,g) I-S"
25Mg,1468.9,0.0591,"(n,g) I-S"
25Mg,8409.7,0.0591,"(n,g) I-S"
25Mg,5924.8,0.0591,"(n,g) I-S"
25Mg,7660.4,0.0591,"(n,g) I-S"
25Mg,7098.9,0.0538,"(n,g) I-S"
25Mg,7807,0.0538,"(n,g) I-S"
25Mg,7695.6,0.0538,"(n,g) I-S"
25Mg,5915.8,0.0538,"(n,g) I-S"
25Mg,1873.1,0.0538,"(n,g) I-S"
25Mg,8539.2,0.0538,"(n,g) I-S"
25Mg,2064.2,0.0538,"(n,g) I-S"
25Mg,3021.3,0.0538,"(n,g) I-S"
25Mg,7060.6,0.0522,"(n,g) I-S"
25Mg,6249.7,0.0484,"(n,g) I-S"
25Mg,873,0.043,"(n,g) I-P"
25Mg,7162.4,0.043,"(n,g) I-S"
25Mg,5975.3,0.043,"(n,g) I-S"
25Mg,411.3,0.0376,"(n,g) I-P"
25Mg,287.5,0.0376,"(n,g) I-P"
25Mg,6441.1,0.0371,"(n,g) I-S"
25Mg,4825,0.0323,"(n,g) I-S"
25Mg,1961.8,0.0323,"(n,g) I-S"
25Mg,3500.6,0.0323,"(n,g) I-S"
25Mg,4584.2,0.0323,"(n,g) I-S"
25Mg,744,0.0269,"(n,g) I-S"
25Mg,5691.1,0.0269,"(n,g) I-S"
25Mg,409.4,0.0269,"(n,g) I-S"
25Mg,3163.1,0.0269,"(n,g) I-S"
25Mg,8996.5,0.0215,"(n,g) I-S"
25Mg,1358.4,0.0188,"(n,g) I-S"
25Mg,7347.7,0.0161,"(n,g) I-S"
25Mg,7260.3,0.0161,"(n,g) I-S"
25Mg,814.3,0.0161,"(n,g) I-S"
25Mg,391,0.0161,"(n,g) I-S"
25Mg,4544.5,0.0161,"(n,g) I-S"
26Mg,2881.67,100,"(n,g) I-P"
26Mg,3561.31,91.7969,"(n,g) I-S"
26Mg,1615.28,25.7813,"(n,g) I-P"
26Mg,984.91,23.8281,"(n,g) I-S"
26Mg,6442.5,14.0234,"(n,g) I-P"
26Mg,3843.01,12.2656,"(n,g) I-S"
26Mg,4827.67,8.5938,"(n,g) I-S"
26Mg,2655.86,5.625,"(n,g) I-P"
26Mg,2576.5,5.3125,"(n,g) I-S"
26Mg,3476.19,4.5703,"(n,g) I-S"
26Mg,1698.58,4.3359,"(n,g) I-S"
26Mg,5457.82,3.7891,"(n,g) I-P"
26Mg,2966.77,3.3203,"(n,g) I-P"
26Mg,3787.05,2.6953,"(n,g) I-S"
26Mg,1862.93,2.1094,"(n,g) I-S"
26Mg,2088.66,1.6016,"(n,g) I-S"
26Mg,1266.65,1.3672,"(n,g) I-S"
26Mg,1351.86,1.2891,"(n,g) I-S"
26Mg,1846.95,1.0156,"(n,g) I-S"
26Mg,955.45,1.0156,"(n,g) I-S"
26Mg,517.3,0.9375,"(n,g) I-P"
26Mg,1336.8,0.6641,"(n,g) I-S"
26Mg,1414.95,0.6641,"(n,g) I-P"
26Mg,2506.7,0.5859,"(n,g) I-S"
26Mg,5924.9,0.5469,"(n,g) I-S"
26Mg,3490.9,0.3906,"(n,g) I-S"
26Mg,2951.4,0.3906,"(n,g) I-P"
26Mg,1939.6,0.3516,"(n,g) I-S"
26Mg,4043.6,0.3516,"(n,g) I-S"
26Mg,3985.5,0.1563,"(n,g) I-S"
26Mg,4940.5,0.1563,"(n,g) I-S"
26Mg,241.6,0.1172,"(n,g) I-S"
26Mg,3129.3,0.1172,"(n,g) I-S"
26Mg,2887.6,0.1172,"(n,g) I-S"
26Mg,1792.8,0.1172,"(n,g) I-S"
26Mg,1621.2,0.1172,"(n,g) I-S"
26Mg,1467.3,0.1172,"(n,g) I-S"
26Mg,1040.7,0.1172,"(n,g) I-S"
26Mg,713.7,0.1172,"(n,g) I-S"
26Mg,1552.8,0.0781,"(n,g) I-S"
26Mg,2490.7,0.0781,"(n,g) I-S"
26Mg,1537.2,0.0391,"(n,g) I-S"
27Al,30.6382,100,"(n,g) I-S"
27Al,7724.034,96.0573,"(n,g) I-P"
27Al,3033.893,31.1828,"(n,g) I-P"
27Al,3465.067,25.3047,"(n,g) I-S"
27Al,4133.408,24.9104,"(n,g) I-P"
27Al,4259.539,24.7312,"(n,g) I-P"
27Al,4733.847,19.7133,"(n,g) I-S"
27Al,4690.677,16.8459,"(n,g) I-S"
27Al,2282.773,16.8459,"(n,g) I-P"
27Al,3591.211,16.8459,"(n,g) I-S"
27Al,1622.87,16.4875,"(n,g) I-S"
27Al,983.018,15.7706,"(n,g) I-S"
27Al,2590.244,14.5161,"(n,g) I-P"
27Al,2821.461,13.9785,"(n,g) I-P"
27Al,7693.398,12.3656,"(n,g) I-P"
27Al,4903.115,11.4695,"(n,g) I-S"
27Al,3849.108,11.1111,"(n,g) I-P"
27Al,1408.3,11.1111,"(n,g) I-P"
27Al,5134.342,10.8961,"(n,g) I-S"
27Al,2108.24,10.0358,"(n,g) I-S"
27Al,3875.48,9.6774,"(n,g) I-S"
27Al,1013.676,9.6774,"(n,g) I-S"
27Al,6101.4,9.4982,"(n,g) I-P"
27Al,4660.039,9.319,"(n,g) I-S"
27Al,2577.725,7.8853,"(n,g) I-S"
27Al,2138.828,7.8853,"(n,g) I-S"
27Al,2271.65,7.5269,"(n,g) I-S"
27Al,5411.069,7.1685,"(n,g) I-S"
27Al,6316.017,7.1685,"(n,g) I-S"
27Al,1526.17,6.4516,"(n,g) I-P"
27Al,1589.72,5.7348,"(n,g) I-S"
27Al,2625.903,4.9104,"(n,g) I-S"
27Al,941.79,4.6595,"(n,g) I-S"
27Al,831.45,4.6595,"(n,g) I-P"
27Al,1927.87,4.3011,"(n,g) I-P"
27Al,3303.15,4.086,"(n,g) I-S"
27Al,1283.54,3.9427,"(n,g) I-S"
27Al,1983.99,3.9427,"(n,g) I-P"
27Al,5585.54,3.9427,"(n,g) I-P"
27Al,1342.3,3.5842,"(n,g) I-S"
27Al,3560.547,3.3333,"(n,g) I-S"
27Al,4764.45,3.2616,"(n,g) I-S"
27Al,6710.702,3.2258,"(n,g) I-P"
27Al,3789.331,3.1183,"(n,g) I-P"
27Al,4428.41,2.9032,"(n,g) I-P"
27Al,4015.664,2.6165,"(n,g) I-P"
27Al,1101.8,2.509,"(n,g) I-P"
27Al,2567.8,2.509,"(n,g) I-S"
27Al,6440.648,2.4731,"(n,g) I-S"
27Al,2709.665,2.4731,"(n,g) I-P"
27Al,6198.138,2.4731,"(n,g) I-S"
27Al,400.58,2.2581,"(n,g) I-S"
27Al,1193.64,2.1505,"(n,g) I-S"
27Al,3392,2.043,"(n,g) I-S"
27Al,1073.87,2.043,"(n,g) I-P"
27Al,3823.9,2.0072,"(n,g) I-P"
27Al,5709.852,2.0072,"(n,g) I-S"
27Al,2255.42,1.9713,"(n,g) I-S"
27Al,865.88,1.9355,"(n,g) I-S"
27Al,3346.978,1.7921,"(n,g) I-S"
27Al,5302.65,1.6846,"(n,g) I-S"
27Al,1864.59,1.6487,"(n,g) I-P"
27Al,2170.7,1.6129,"(n,g) I-S"
27Al,4737.4,1.6129,"(n,g) I-P"
27Al,3708.976,1.6129,"(n,g) I-S"
27Al,4377.625,1.5412,"(n,g) I-P"
27Al,3265.49,1.5054,"(n,g) I-S"
27Al,968.71,1.5054,"(n,g) I-P"
27Al,5103.718,1.3978,"(n,g) I-S"
27Al,1705.38,1.3978,"(n,g) I-P"
27Al,2451.48,1.3978,"(n,g) I-S"
27Al,1173.4,1.3978,"(n,g) I-S"
27Al,1125.54,1.362,"(n,g) I-S"
27Al,2733.64,1.362,"(n,g) I-S"
27Al,4754.24,1.362,"(n,g) I-S"
27Al,1364.99,1.362,"(n,g) I-S"
27Al,5766.25,1.362,"(n,g) I-S"
27Al,4424.24,1.2903,"(n,g) I-S"
27Al,1592.29,1.2903,"(n,g) I-S"
27Al,2128.81,1.2186,"(n,g) I-S"
27Al,3935.276,1.1828,"(n,g) I-S"
27Al,2987.69,1.147,"(n,g) I-S"
27Al,3678.15,1.1111,"(n,g) I-S"
27Al,1642.35,1.0753,"(n,g) I-S"
27Al,4575.557,1.0753,"(n,g) I-S"
27Al,455.68,1.0394,"(n,g) I-P"
27Al,2921.84,1.0036,"(n,g) I-S"
27Al,1437.4,0.9677,"(n,g) I-S"
27Al,2728.27,0.9677,"(n,g) I-S"
27Al,5238.481,0.9319,"(n,g) I-P"
27Al,6619.59,0.8602,"(n,g) I-S"
27Al,945.1,0.8602,"(n,g) I-S"
27Al,3128.51,0.8602,"(n,g) I-P"
27Al,2954.88,0.8244,"(n,g) I-S"
27Al,3889.73,0.8244,"(n,g) I-S"
27Al,2887.22,0.8244,"(n,g) I-S"
27Al,3900.65,0.8244,"(n,g) I-S"
27Al,1673.43,0.8244,"(n,g) I-S"
27Al,548.7,0.8244,"(n,g) I-P"
27Al,2380.34,0.7527,"(n,g) I-S"
27Al,3904.76,0.7168,"(n,g) I-S"
